800000.0,9.0
800000.0,9.0
800000.0,8.0
800000.0,17.0
800000.0,13.0
800000.0,5.0
800000.0,8.0
800000.0,23.0
800000.0,15.0
800000.0,9.0
800000.0,11.0
800000.0,18.0
800000.0,15.0
800000.0,5.0
800000.0,10.0
800000.0,14.0
800000.0,12.0
800000.0,7.0
800000.0,14.0
800000.0,18.0
800000.0,7.0
800000.0,22.0
800000.0,10.0
800000.0,22.0
800000.0,10.0
800000.0,11.0
800000.0,9.0
800000.0,9.0
800000.0,11.0
800000.0,12.0
800000.0,11.0
800000.0,14.0
800000.0,12.0
800000.0,7.0
800000.0,21.0
800000.0,26.0
800000.0,8.0
800000.0,15.0
800000.0,6.0
800000.0,14.0
800000.0,8.0
800000.0,17.0
800000.0,6.0
800000.0,21.0
800000.0,11.0
800000.0,7.0
800000.0,15.0
800000.0,9.0
800000.0,17.0
800000.0,9.0
800000.0,9.0
800000.0,10.0
800000.0,14.0
800000.0,15.0
800000.0,7.0
800000.0,12.0
800000.0,14.0
800000.0,14.0
800000.0,8.0
800000.0,7.0
800000.0,11.0
800000.0,13.0
800000.0,18.0
800000.0,15.0
800000.0,20.0
800000.0,14.0
800000.0,9.0
800000.0,11.0
800000.0,19.0
800000.0,12.0
800000.0,12.0
800000.0,9.0
800000.0,9.0
800000.0,25.0
800000.0,7.0
800000.0,16.0
800000.0,16.0
800000.0,14.0
800000.0,8.0
800000.0,19.0
800000.0,9.0
800000.0,16.0
800000.0,8.0
800000.0,19.0
800000.0,15.0
800000.0,11.0
800000.0,13.0
800000.0,20.0
800000.0,17.0
800000.0,10.0
800000.0,12.0
800000.0,9.0
800000.0,12.0
800000.0,18.0
800000.0,7.0
800000.0,17.0
800000.0,13.0
800000.0,10.0
800000.0,11.0
800000.0,9.0
800000.0,11.0
800000.0,3.0
800000.0,22.0
800000.0,7.0
800000.0,14.0
800000.0,16.0
800000.0,15.0
800000.0,10.0
800000.0,15.0
800000.0,14.0
800000.0,18.0
800000.0,1000.0
800000.0,29.0
800000.0,13.0
800000.0,11.0
800000.0,17.0
800000.0,9.0
800000.0,46.0
800000.0,6.0
800000.0,9.0
800000.0,7.0
800000.0,10.0
800000.0,9.0
800000.0,13.0
800000.0,14.0
800000.0,11.0
800000.0,6.0
800000.0,12.0
800000.0,9.0
800000.0,14.0
800000.0,3.0
800000.0,12.0
800000.0,18.0
800000.0,10.0
800000.0,10.0
800000.0,14.0
800000.0,5.0
800000.0,11.0
800000.0,8.0
800000.0,10.0
800000.0,14.0
800000.0,16.0
800000.0,12.0
800000.0,6.0
800000.0,11.0
800000.0,15.0
800000.0,8.0
800000.0,8.0
800000.0,15.0
800000.0,10.0
800000.0,11.0
800000.0,20.0
800000.0,9.0
800000.0,16.0
800000.0,10.0
800000.0,9.0
800000.0,8.0
800000.0,13.0
800000.0,23.0
800000.0,13.0
800000.0,9.0
800000.0,15.0
800000.0,12.0
800000.0,16.0
800000.0,13.0
800000.0,12.0
800000.0,12.0
800000.0,15.0
800000.0,12.0
800000.0,10.0
800000.0,7.0
800000.0,17.0
800000.0,13.0
800000.0,14.0
800000.0,18.0
800000.0,13.0
800000.0,10.0
800000.0,12.0
800000.0,9.0
800000.0,7.0
800000.0,18.0
800000.0,15.0
800000.0,19.0
800000.0,16.0
800000.0,12.0
800000.0,7.0
800000.0,11.0
800000.0,13.0
800000.0,11.0
800000.0,12.0
800000.0,20.0
800000.0,7.0
800000.0,10.0
800000.0,16.0
800000.0,12.0
800000.0,8.0
800000.0,13.0
800000.0,7.0
800000.0,4.0
800000.0,15.0
800000.0,24.0
800000.0,16.0
800000.0,6.0
800000.0,9.0
800000.0,8.0
800000.0,10.0
800000.0,12.0
800000.0,10.0
800000.0,2.0
800000.0,5.0
800000.0,19.0
800000.0,10.0
800000.0,9.0
800000.0,15.0
800000.0,11.0
800000.0,13.0
800000.0,7.0
800000.0,11.0
800000.0,8.0
800000.0,9.0
800000.0,15.0
800000.0,8.0
800000.0,17.0
800000.0,10.0
800000.0,16.0
800000.0,9.0
800000.0,7.0
800000.0,16.0
800000.0,18.0
800000.0,10.0
800000.0,13.0
800000.0,11.0
800000.0,13.0
800000.0,14.0
800000.0,13.0
800000.0,11.0
800000.0,17.0
800000.0,14.0
800000.0,8.0
800000.0,8.0
800000.0,12.0
800000.0,9.0
800000.0,8.0
800000.0,16.0
800000.0,13.0
800000.0,14.0
800000.0,13.0
800000.0,13.0
800000.0,12.0
800000.0,19.0
800000.0,22.0
800000.0,17.0
800000.0,10.0
800000.0,12.0
800000.0,7.0
800000.0,10.0
800000.0,13.0
800000.0,14.0
800000.0,13.0
800000.0,15.0
800000.0,21.0
800000.0,10.0
800000.0,12.0
800000.0,11.0
800000.0,16.0
800000.0,20.0
800000.0,16.0
800000.0,13.0
800000.0,8.0
800000.0,13.0
800000.0,11.0
800000.0,5.0
800000.0,16.0
800000.0,13.0
800000.0,8.0
800000.0,16.0
800000.0,12.0
